hsaID,geneID,Gene,Pathway
hsa01200,2731,GLDC,Carbon metabolism
hsa01200,4200,ME2,Carbon metabolism
hsa01200,2597,GAPDH,Carbon metabolism
hsa01200,5213,PFKM,Carbon metabolism
hsa01200,8277,TKTL1,Carbon metabolism
hsa01200,54363,HAO1,Carbon metabolism
hsa01200,1373,CPS1,Carbon metabolism
hsa01200,8789,FBP2,Carbon metabolism
hsa01200,80201,HKDC1,Carbon metabolism
hsa01200,51179,HAO2,Carbon metabolism
hsa01200,35,ACADS,Carbon metabolism
hsa01200,5161,PDHA2,Carbon metabolism
hsa01200,2875,GPT,Carbon metabolism
hsa01210,2875,GPT,2-Oxocarboxylic acid metabolism
hsa01210,5161,PDHA2,2-Oxocarboxylic acid metabolism
hsa01212,81616,ACSBG2,Fatty acid metabolism
hsa01212,9200,HACD1,Fatty acid metabolism
hsa01212,33,ACADL,Fatty acid metabolism
hsa01212,23305,ACSL6,Fatty acid metabolism
hsa01212,35,ACADS,Fatty acid metabolism
hsa01212,51102,MECR,Fatty acid metabolism
hsa01212,9415,FADS2,Fatty acid metabolism
hsa01212,23205,ACSBG1,Fatty acid metabolism
hsa01230,1373,CPS1,Biosynthesis of amino acids
hsa01230,8277,TKTL1,Biosynthesis of amino acids
hsa01230,2875,GPT,Biosynthesis of amino acids
hsa01230,5213,PFKM,Biosynthesis of amino acids
hsa01230,4143,MAT1A,Biosynthesis of amino acids
hsa01230,4548,MTR,Biosynthesis of amino acids
hsa01230,875,CBS,Biosynthesis of amino acids
hsa01230,2597,GAPDH,Biosynthesis of amino acids
hsa01230,383,ARG1,Biosynthesis of amino acids
hsa01232,51816,ADA2,Nucleotide metabolism
hsa01232,270,AMPD1,Nucleotide metabolism
hsa01232,7083,TK1,Nucleotide metabolism
hsa01232,159,ADSS2,Nucleotide metabolism
hsa01240,159,ADSS2,Biosynthesis of cofactors
hsa01240,250,ALPP,Biosynthesis of cofactors
hsa01240,790,CAD,Biosynthesis of cofactors
hsa01240,8630,HSD17B6,Biosynthesis of cofactors
hsa01240,8564,KMO,Biosynthesis of cofactors
hsa01240,3145,HMBS,Biosynthesis of cofactors
hsa01240,51805,COQ3,Biosynthesis of cofactors
hsa01240,11019,LIAS,Biosynthesis of cofactors
hsa01240,2937,GSS,Biosynthesis of cofactors
hsa01240,23498,HAAO,Biosynthesis of cofactors
hsa01240,51601,LIPT1,Biosynthesis of cofactors
hsa01240,3242,HPD,Biosynthesis of cofactors
hsa01240,10243,GPHN,Biosynthesis of cofactors
hsa01240,251,ALPG,Biosynthesis of cofactors
hsa01240,1371,CPOX,Biosynthesis of cofactors
hsa01240,4337,MOCS1,Biosynthesis of cofactors
hsa01240,4143,MAT1A,Biosynthesis of cofactors
hsa01240,248,ALPI,Biosynthesis of cofactors
hsa01250,80201,HKDC1,Biosynthesis of nucleotide sugars
hsa01250,3101,HK3,Biosynthesis of nucleotide sugars
hsa01521,5156,PDGFRA,EGFR tyrosine kinase inhibitor resistance
hsa01521,5155,PDGFB,EGFR tyrosine kinase inhibitor resistance
hsa01521,5336,PLCG2,EGFR tyrosine kinase inhibitor resistance
hsa01521,5154,PDGFA,EGFR tyrosine kinase inhibitor resistance
hsa01521,3480,IGF1R,EGFR tyrosine kinase inhibitor resistance
hsa01521,80310,PDGFD,EGFR tyrosine kinase inhibitor resistance
hsa01521,3082,HGF,EGFR tyrosine kinase inhibitor resistance
hsa01521,3569,IL6,EGFR tyrosine kinase inhibitor resistance
hsa01521,6194,RPS6,EGFR tyrosine kinase inhibitor resistance
hsa01521,5159,PDGFRB,EGFR tyrosine kinase inhibitor resistance
hsa01521,1956,EGFR,EGFR tyrosine kinase inhibitor resistance
hsa01521,3570,IL6R,EGFR tyrosine kinase inhibitor resistance
hsa01521,2263,FGFR2,EGFR tyrosine kinase inhibitor resistance
hsa01521,3791,KDR,EGFR tyrosine kinase inhibitor resistance
hsa01521,3479,IGF1,EGFR tyrosine kinase inhibitor resistance
hsa01522,1870,E2F2,Endocrine resistance
hsa01522,5600,MAPK11,Endocrine resistance
hsa01522,6300,MAPK12,Endocrine resistance
hsa01522,4855,NOTCH4,Endocrine resistance
hsa01522,10683,DLL3,Endocrine resistance
hsa01522,1869,E2F1,Endocrine resistance
hsa01522,3479,IGF1,Endocrine resistance
hsa01522,7157,TP53,Endocrine resistance
hsa01522,3725,JUN,Endocrine resistance
hsa01522,2353,FOS,Endocrine resistance
hsa01522,4313,MMP2,Endocrine resistance
hsa01522,4854,NOTCH3,Endocrine resistance
hsa01522,2778,GNAS,Endocrine resistance
hsa01522,1871,E2F3,Endocrine resistance
hsa01522,3480,IGF1R,Endocrine resistance
hsa01522,4318,MMP9,Endocrine resistance
hsa01522,3714,JAG2,Endocrine resistance
hsa01522,1956,EGFR,Endocrine resistance
hsa01522,2852,GPER1,Endocrine resistance
hsa01523,2348,FOLR1,Antifolate resistance
hsa01523,2352,FOLR3,Antifolate resistance
hsa01523,9429,ABCG2,Antifolate resistance
hsa01523,3569,IL6,Antifolate resistance
hsa01523,2350,FOLR2,Antifolate resistance
hsa01523,4548,MTR,Antifolate resistance
hsa01523,8517,IKBKG,Antifolate resistance
hsa01523,7124,TNF,Antifolate resistance
hsa01524,2953,GSTT2,Platinum drug resistance
hsa01524,2948,GSTM4,Platinum drug resistance
hsa01524,2938,GSTA1,Platinum drug resistance
hsa01524,2944,GSTM1,Platinum drug resistance
hsa01524,2949,GSTM5,Platinum drug resistance
hsa01524,356,FASLG,Platinum drug resistance
hsa01524,25774,GSTT4,Platinum drug resistance
hsa01524,7157,TP53,Platinum drug resistance
hsa02010,368,ABCC6,ABC transporters
hsa02010,9429,ABCG2,ABC transporters
hsa02010,64137,ABCG4,ABC transporters
hsa02010,6833,ABCC8,ABC transporters
hsa02010,215,ABCD1,ABC transporters
hsa02010,64240,ABCG5,ABC transporters
hsa02010,5826,ABCD4,ABC transporters
hsa02010,10058,ABCB6,ABC transporters
hsa02010,1672,DEFB1,ABC transporters
hsa03008,56000,NXF3,Ribosome biogenesis in eukaryotes
hsa03010,6161,RPL32,Ribosome
hsa03010,2197,FAU,Ribosome
hsa03010,6122,RPL3,Ribosome
hsa03010,6134,RPL10,Ribosome
hsa03010,6129,RPL7,Ribosome
hsa03010,6146,RPL22,Ribosome
hsa03010,6169,RPL38,Ribosome
hsa03010,6132,RPL8,Ribosome
hsa03010,6208,RPS14,Ribosome
hsa03010,6230,RPS25,Ribosome
hsa03010,6205,RPS11,Ribosome
hsa03010,9349,RPL23,Ribosome
hsa03010,6128,RPL6,Ribosome
hsa03010,6217,RPS16,Ribosome
hsa03010,6167,RPL37,Ribosome
hsa03010,6193,RPS5,Ribosome
hsa03010,6202,RPS8,Ribosome
hsa03010,6164,RPL34,Ribosome
hsa03010,6159,RPL29,Ribosome
hsa03010,6234,RPS28,Ribosome
hsa03010,6209,RPS15,Ribosome
hsa03010,6232,RPS27,Ribosome
hsa03010,6201,RPS7,Ribosome
hsa03010,6170,RPL39,Ribosome
hsa03010,6194,RPS6,Ribosome
hsa03010,6233,RPS27A,Ribosome
hsa03010,6158,RPL28,Ribosome
hsa03010,6206,RPS12,Ribosome
hsa03010,6171,RPL41,Ribosome
hsa03010,25873,RPL36,Ribosome
hsa03010,11224,RPL35,Ribosome
hsa03010,6222,RPS18,Ribosome
hsa03010,6223,RPS19,Ribosome
hsa03010,6138,RPL15,Ribosome
hsa03010,6160,RPL31,Ribosome
hsa03010,6143,RPL19,Ribosome
hsa03010,6228,RPS23,Ribosome
hsa03010,6141,RPL18,Ribosome
hsa03010,6157,RPL27A,Ribosome
hsa03010,6187,RPS2,Ribosome
hsa03010,6135,RPL11,Ribosome
hsa03010,6136,RPL12,Ribosome
hsa03010,6133,RPL9,Ribosome
hsa03010,6168,RPL37A,Ribosome
hsa03010,6155,RPL27,Ribosome
hsa03010,6204,RPS10,Ribosome
hsa03010,6231,RPS26,Ribosome
hsa03010,6175,RPLP0,Ribosome
hsa03010,6188,RPS3,Ribosome
hsa03010,6191,RPS4X,Ribosome
hsa03010,6156,RPL30,Ribosome
hsa03010,6152,RPL24,Ribosome
hsa03010,6176,RPLP1,Ribosome
hsa03010,6142,RPL18A,Ribosome
hsa03010,4736,RPL10A,Ribosome
hsa03010,6147,RPL23A,Ribosome
hsa03010,6181,RPLP2,Ribosome
hsa03010,6210,RPS15A,Ribosome
hsa03010,10240,MRPS31,Ribosome
hsa03013,56000,NXF3,Nucleocytoplasmic transport
hsa03013,1915,EEF1A1,Nucleocytoplasmic transport
hsa03013,3839,KPNA3,Nucleocytoplasmic transport
hsa03013,6613,SUMO2,Nucleocytoplasmic transport
hsa03015,56000,NXF3,mRNA surveillance pathway
hsa03015,4440,MSI1,mRNA surveillance pathway
hsa03015,5501,PPP1CC,mRNA surveillance pathway
hsa03015,5500,PPP1CB,mRNA surveillance pathway
hsa03015,26986,PABPC1,mRNA surveillance pathway
hsa03015,5516,PPP2CB,mRNA surveillance pathway
hsa03018,694,BTG1,RNA degradation
hsa03018,5213,PFKM,RNA degradation
hsa03018,26986,PABPC1,RNA degradation
hsa03022,404672,GTF2H5,Basal transcription factors
hsa03022,6879,TAF7,Basal transcription factors
hsa03022,2968,GTF2H4,Basal transcription factors
hsa03030,10714,POLD3,DNA replication
hsa03030,3978,LIG1,DNA replication
hsa03040,220988,HNRNPA3,Spliceosome
hsa03040,3305,HSPA1L,Spliceosome
hsa03040,3178,HNRNPA1,Spliceosome
hsa03040,3310,HSPA6,Spliceosome
hsa03040,5093,PCBP1,Spliceosome
hsa03050,3458,IFNG,Proteasome
hsa03060,3309,HSPA5,Protein export
hsa03060,6727,SRP14,Protein export
hsa03082,10933,MORF4L1,ATP-dependent chromatin remodeling
hsa03082,8330,H2AC15,ATP-dependent chromatin remodeling
hsa03082,71,ACTG1,ATP-dependent chromatin remodeling
hsa03082,5931,RBBP7,ATP-dependent chromatin remodeling
hsa03082,8110,DPF3,ATP-dependent chromatin remodeling
hsa03082,8336,H2AC17,ATP-dependent chromatin remodeling
hsa03082,8331,H2AC14,ATP-dependent chromatin remodeling
hsa03082,29844,TFPT,ATP-dependent chromatin remodeling
hsa03082,60,ACTB,ATP-dependent chromatin remodeling
hsa03082,8335,H2AC4,ATP-dependent chromatin remodeling
hsa03082,8193,DPF1,ATP-dependent chromatin remodeling
hsa03083,1876,E2F6,Polycomb repressive complex
hsa03083,7323,UBE2D3,Polycomb repressive complex
hsa03083,5931,RBBP7,Polycomb repressive complex
hsa03083,84733,CBX2,Polycomb repressive complex
hsa03083,7321,UBE2D1,Polycomb repressive complex
hsa03083,57332,CBX8,Polycomb repressive complex
hsa03250,9582,APOBEC3B,Viral life cycle - HIV-1
hsa03250,1234,CCR5,Viral life cycle - HIV-1
hsa03250,920,CD4,Viral life cycle - HIV-1
hsa03250,5478,PPIA,Viral life cycle - HIV-1
hsa03250,904,CCNT1,Viral life cycle - HIV-1
hsa03250,9638,FEZ1,Viral life cycle - HIV-1
hsa03260,920,CD4,Virion - Human immunodeficiency virus
hsa03260,30835,CD209,Virion - Human immunodeficiency virus
hsa03260,1234,CCR5,Virion - Human immunodeficiency virus
hsa03264,54587,MXRA8,Virion - Flavivirus and Alphavirus
hsa03264,30835,CD209,Virion - Flavivirus and Alphavirus
hsa03264,26762,HAVCR1,Virion - Flavivirus and Alphavirus
hsa03265,2213,FCGR2B,Virion - Ebolavirus, Lyssavirus and Morbillivirus
hsa03265,30835,CD209,Virion - Ebolavirus, Lyssavirus and Morbillivirus
hsa03265,4684,NCAM1,Virion - Ebolavirus, Lyssavirus and Morbillivirus
hsa03265,4804,NGFR,Virion - Ebolavirus, Lyssavirus and Morbillivirus
hsa03265,4685,NCAM2,Virion - Ebolavirus, Lyssavirus and Morbillivirus
hsa03266,3482,IGF2R,Virion - Herpesvirus
hsa03266,3678,ITGA5,Virion - Herpesvirus
hsa03266,3690,ITGB3,Virion - Herpesvirus
hsa03267,942,CD86,Virion - Adenovirus
hsa03267,941,CD80,Virion - Adenovirus
hsa03272,23562,CLDN14,Virion - Hepatitis viruses
hsa03272,1803,DPP4,Virion - Hepatitis viruses
hsa03272,24146,CLDN15,Virion - Hepatitis viruses
hsa03272,9074,CLDN6,Virion - Hepatitis viruses
hsa03272,1956,EGFR,Virion - Hepatitis viruses
hsa03272,7122,CLDN5,Virion - Hepatitis viruses
hsa03272,51208,CLDN18,Virion - Hepatitis viruses
hsa03272,5010,CLDN11,Virion - Hepatitis viruses
hsa03273,4629,MYH11,Virion - Lassa virus and SFTS virus
hsa03273,30835,CD209,Virion - Lassa virus and SFTS virus
hsa03320,335,APOA1,PPAR signaling pathway
hsa03320,81616,ACSBG2,PPAR signaling pathway
hsa03320,23305,ACSL6,PPAR signaling pathway
hsa03320,948,CD36,PPAR signaling pathway
hsa03320,2170,FABP3,PPAR signaling pathway
hsa03320,8309,ACOX2,PPAR signaling pathway
hsa03320,2173,FABP7,PPAR signaling pathway
hsa03320,2169,FABP2,PPAR signaling pathway
hsa03320,2167,FABP4,PPAR signaling pathway
hsa03320,336,APOA2,PPAR signaling pathway
hsa03320,345,APOC3,PPAR signaling pathway
hsa03320,4312,MMP1,PPAR signaling pathway
hsa03320,2168,FABP1,PPAR signaling pathway
hsa03320,9415,FADS2,PPAR signaling pathway
hsa03320,23205,ACSBG1,PPAR signaling pathway
hsa03320,4023,LPL,PPAR signaling pathway
hsa03320,33,ACADL,PPAR signaling pathway
hsa03320,2712,GK2,PPAR signaling pathway
hsa03320,7316,UBC,PPAR signaling pathway
hsa03320,3158,HMGCS2,PPAR signaling pathway
hsa03410,10714,POLD3,Base excision repair
hsa03410,3978,LIG1,Base excision repair
hsa03420,2968,GTF2H4,Nucleotide excision repair
hsa03420,3978,LIG1,Nucleotide excision repair
hsa03420,10714,POLD3,Nucleotide excision repair
hsa03420,1069,CETN2,Nucleotide excision repair
hsa03420,404672,GTF2H5,Nucleotide excision repair
hsa03430,3978,LIG1,Mismatch repair
hsa03430,10714,POLD3,Mismatch repair
hsa03440,10714,POLD3,Homologous recombination
hsa03450,1791,DNTT,Non-homologous end-joining
hsa03460,2178,FANCE,Fanconi anemia pathway
hsa03460,2176,FANCC,Fanconi anemia pathway
hsa03460,2189,FANCG,Fanconi anemia pathway
hsa03460,2175,FANCA,Fanconi anemia pathway
hsa03460,91442,FAAP24,Fanconi anemia pathway
hsa03460,55215,FANCI,Fanconi anemia pathway
hsa04010,2264,FGFR4,MAPK signaling pathway
hsa04010,356,FASLG,MAPK signaling pathway
hsa04010,3552,IL1A,MAPK signaling pathway
hsa04010,468,ATF4,MAPK signaling pathway
hsa04010,2321,FLT1,MAPK signaling pathway
hsa04010,4293,MAP3K9,MAPK signaling pathway
hsa04010,4137,MAPT,MAPK signaling pathway
hsa04010,5600,MAPK11,MAPK signaling pathway
hsa04010,3479,IGF1,MAPK signaling pathway
hsa04010,4616,GADD45B,MAPK signaling pathway
hsa04010,9048,ARTN,MAPK signaling pathway
hsa04010,3310,HSPA6,MAPK signaling pathway
hsa04010,2324,FLT4,MAPK signaling pathway
hsa04010,5159,PDGFRB,MAPK signaling pathway
hsa04010,7043,TGFB3,MAPK signaling pathway
hsa04010,2322,FLT3,MAPK signaling pathway
hsa04010,3630,INS,MAPK signaling pathway
hsa04010,4294,MAP3K10,MAPK signaling pathway
hsa04010,23118,TAB2,MAPK signaling pathway
hsa04010,994,CDC25B,MAPK signaling pathway
hsa04010,6300,MAPK12,MAPK signaling pathway
hsa04010,1843,DUSP1,MAPK signaling pathway
hsa04010,2353,FOS,MAPK signaling pathway
hsa04010,3725,JUN,MAPK signaling pathway
hsa04010,1845,DUSP3,MAPK signaling pathway
hsa04010,9064,MAP3K6,MAPK signaling pathway
hsa04010,7042,TGFB2,MAPK signaling pathway
hsa04010,5155,PDGFB,MAPK signaling pathway
hsa04010,1956,EGFR,MAPK signaling pathway
hsa04010,1852,DUSP9,MAPK signaling pathway
hsa04010,5598,MAPK7,MAPK signaling pathway
hsa04010,22808,MRAS,MAPK signaling pathway
hsa04010,5154,PDGFA,MAPK signaling pathway
hsa04010,1846,DUSP4,MAPK signaling pathway
hsa04010,7124,TNF,MAPK signaling pathway
hsa04010,5608,MAP2K6,MAPK signaling pathway
hsa04010,9020,MAP3K14,MAPK signaling pathway
hsa04010,3791,KDR,MAPK signaling pathway
hsa04010,3727,JUND,MAPK signaling pathway
hsa04010,4772,NFATC1,MAPK signaling pathway
hsa04010,5871,MAP4K2,MAPK signaling pathway
hsa04010,4804,NGFR,MAPK signaling pathway
hsa04010,4803,NGF,MAPK signaling pathway
hsa04010,23542,MAPK8IP2,MAPK signaling pathway
hsa04010,3082,HGF,MAPK signaling pathway
hsa04010,2260,FGFR1,MAPK signaling pathway
hsa04010,2250,FGF5,MAPK signaling pathway
hsa04010,1850,DUSP8,MAPK signaling pathway
hsa04010,51776,MAP3K20,MAPK signaling pathway
hsa04010,7157,TP53,MAPK signaling pathway
hsa04010,3480,IGF1R,MAPK signaling pathway
hsa04010,3554,IL1R1,MAPK signaling pathway
hsa04010,2263,FGFR2,MAPK signaling pathway
hsa04010,80310,PDGFD,MAPK signaling pathway
hsa04010,3305,HSPA1L,MAPK signaling pathway
hsa04010,5156,PDGFRA,MAPK signaling pathway
hsa04010,8517,IKBKG,MAPK signaling pathway
hsa04010,2246,FGF1,MAPK signaling pathway
hsa04012,5336,PLCG2,ErbB signaling pathway
hsa04012,816,CAMK2B,ErbB signaling pathway
hsa04012,815,CAMK2A,ErbB signaling pathway
hsa04012,1956,EGFR,ErbB signaling pathway
hsa04012,3725,JUN,ErbB signaling pathway
hsa04012,868,CBLB,ErbB signaling pathway
hsa04014,2784,GNB3,Ras signaling pathway
hsa04014,2791,GNG11,Ras signaling pathway
hsa04014,3480,IGF1R,Ras signaling pathway
hsa04014,80310,PDGFD,Ras signaling pathway
hsa04014,2787,GNG5,Ras signaling pathway
hsa04014,5154,PDGFA,Ras signaling pathway
hsa04014,2263,FGFR2,Ras signaling pathway
hsa04014,5336,PLCG2,Ras signaling pathway
hsa04014,4303,FOXO4,Ras signaling pathway
hsa04014,7074,TIAM1,Ras signaling pathway
hsa04014,2322,FLT3,Ras signaling pathway
hsa04014,2264,FGFR4,Ras signaling pathway
hsa04014,2902,GRIN1,Ras signaling pathway
hsa04014,5159,PDGFRB,Ras signaling pathway
hsa04014,5156,PDGFRA,Ras signaling pathway
hsa04014,387,RHOA,Ras signaling pathway
hsa04014,5155,PDGFB,Ras signaling pathway
hsa04014,22808,MRAS,Ras signaling pathway
hsa04014,3791,KDR,Ras signaling pathway
hsa04014,2782,GNB1,Ras signaling pathway
hsa04014,2903,GRIN2A,Ras signaling pathway
hsa04014,1956,EGFR,Ras signaling pathway
hsa04014,3479,IGF1,Ras signaling pathway
hsa04014,2321,FLT1,Ras signaling pathway
hsa04014,3082,HGF,Ras signaling pathway
hsa04014,4804,NGFR,Ras signaling pathway
hsa04014,3630,INS,Ras signaling pathway
hsa04014,8844,KSR1,Ras signaling pathway
hsa04014,2246,FGF1,Ras signaling pathway
hsa04014,356,FASLG,Ras signaling pathway
hsa04014,2260,FGFR1,Ras signaling pathway
hsa04014,3363,HTR7,Ras signaling pathway
hsa04014,2904,GRIN2B,Ras signaling pathway
hsa04014,2324,FLT4,Ras signaling pathway
hsa04014,2785,GNG3,Ras signaling pathway
hsa04014,8517,IKBKG,Ras signaling pathway
hsa04014,27040,LAT,Ras signaling pathway
hsa04014,2250,FGF5,Ras signaling pathway
hsa04014,2788,GNG7,Ras signaling pathway
hsa04014,51806,CALML5,Ras signaling pathway
hsa04014,51764,GNG13,Ras signaling pathway
hsa04014,4803,NGF,Ras signaling pathway
hsa04015,6300,MAPK12,Rap1 signaling pathway
hsa04015,7074,TIAM1,Rap1 signaling pathway
hsa04015,5608,MAP2K6,Rap1 signaling pathway
hsa04015,3630,INS,Rap1 signaling pathway
hsa04015,2264,FGFR4,Rap1 signaling pathway
hsa04015,60,ACTB,Rap1 signaling pathway
hsa04015,3674,ITGA2B,Rap1 signaling pathway
hsa04015,2902,GRIN1,Rap1 signaling pathway
hsa04015,5159,PDGFRB,Rap1 signaling pathway
hsa04015,2775,GNAO1,Rap1 signaling pathway
hsa04015,2246,FGF1,Rap1 signaling pathway
hsa04015,2260,FGFR1,Rap1 signaling pathway
hsa04015,387,RHOA,Rap1 signaling pathway
hsa04015,7410,VAV2,Rap1 signaling pathway
hsa04015,2846,LPAR4,Rap1 signaling pathway
hsa04015,3082,HGF,Rap1 signaling pathway
hsa04015,3684,ITGAM,Rap1 signaling pathway
hsa04015,2324,FLT4,Rap1 signaling pathway
hsa04015,2904,GRIN2B,Rap1 signaling pathway
hsa04015,5156,PDGFRA,Rap1 signaling pathway
hsa04015,5600,MAPK11,Rap1 signaling pathway
hsa04015,83660,TLN2,Rap1 signaling pathway
hsa04015,1268,CNR1,Rap1 signaling pathway
hsa04015,80310,PDGFD,Rap1 signaling pathway
hsa04015,1956,EGFR,Rap1 signaling pathway
hsa04015,71,ACTG1,Rap1 signaling pathway
hsa04015,51806,CALML5,Rap1 signaling pathway
hsa04015,22808,MRAS,Rap1 signaling pathway
hsa04015,2250,FGF5,Rap1 signaling pathway
hsa04015,27040,LAT,Rap1 signaling pathway
hsa04015,3480,IGF1R,Rap1 signaling pathway
hsa04015,3479,IGF1,Rap1 signaling pathway
hsa04015,2903,GRIN2A,Rap1 signaling pathway
hsa04015,4803,NGF,Rap1 signaling pathway
hsa04015,9002,F2RL3,Rap1 signaling pathway
hsa04015,2770,GNAI1,Rap1 signaling pathway
hsa04015,5217,PFN2,Rap1 signaling pathway
hsa04015,2321,FLT1,Rap1 signaling pathway
hsa04015,2263,FGFR2,Rap1 signaling pathway
hsa04015,64411,ARAP3,Rap1 signaling pathway
hsa04015,4804,NGFR,Rap1 signaling pathway
hsa04015,3690,ITGB3,Rap1 signaling pathway
hsa04015,5155,PDGFB,Rap1 signaling pathway
hsa04015,3791,KDR,Rap1 signaling pathway
hsa04015,2778,GNAS,Rap1 signaling pathway
hsa04015,5154,PDGFA,Rap1 signaling pathway
hsa04020,3358,HTR2C,Calcium signaling pathway
hsa04020,7125,TNNC2,Calcium signaling pathway
hsa04020,4776,NFATC4,Calcium signaling pathway
hsa04020,3269,HRH1,Calcium signaling pathway
hsa04020,2904,GRIN2B,Calcium signaling pathway
hsa04020,2263,FGFR2,Calcium signaling pathway
hsa04020,3791,KDR,Calcium signaling pathway
hsa04020,4803,NGF,Calcium signaling pathway
hsa04020,2906,GRIN2D,Calcium signaling pathway
hsa04020,5154,PDGFA,Calcium signaling pathway
hsa04020,3362,HTR6,Calcium signaling pathway
hsa04020,4772,NFATC1,Calcium signaling pathway
hsa04020,844,CASQ1,Calcium signaling pathway
hsa04020,3973,LHCGR,Calcium signaling pathway
hsa04020,3706,ITPKA,Calcium signaling pathway
hsa04020,2911,GRM1,Calcium signaling pathway
hsa04020,4485,MST1,Calcium signaling pathway
hsa04020,2321,FLT1,Calcium signaling pathway
hsa04020,814,CAMK4,Calcium signaling pathway
hsa04020,2925,GRPR,Calcium signaling pathway
hsa04020,1812,DRD1,Calcium signaling pathway
hsa04020,2778,GNAS,Calcium signaling pathway
hsa04020,815,CAMK2A,Calcium signaling pathway
hsa04020,816,CAMK2B,Calcium signaling pathway
hsa04020,3360,HTR4,Calcium signaling pathway
hsa04020,8536,CAMK1,Calcium signaling pathway
hsa04020,1816,DRD5,Calcium signaling pathway
hsa04020,57172,CAMK1G,Calcium signaling pathway
hsa04020,2903,GRIN2A,Calcium signaling pathway
hsa04020,5336,PLCG2,Calcium signaling pathway
hsa04020,2324,FLT4,Calcium signaling pathway
hsa04020,845,CASQ2,Calcium signaling pathway
hsa04020,3708,ITPR1,Calcium signaling pathway
hsa04020,3082,HGF,Calcium signaling pathway
hsa04020,293,SLC25A6,Calcium signaling pathway
hsa04020,3274,HRH2,Calcium signaling pathway
hsa04020,80310,PDGFD,Calcium signaling pathway
hsa04020,292,SLC25A5,Calcium signaling pathway
hsa04020,2250,FGF5,Calcium signaling pathway
hsa04020,5156,PDGFRA,Calcium signaling pathway
hsa04020,2264,FGFR4,Calcium signaling pathway
hsa04020,5155,PDGFB,Calcium signaling pathway
hsa04020,4638,MYLK,Calcium signaling pathway
hsa04020,887,CCKBR,Calcium signaling pathway
hsa04020,51806,CALML5,Calcium signaling pathway
hsa04020,3361,HTR5A,Calcium signaling pathway
hsa04020,886,CCKAR,Calcium signaling pathway
hsa04020,2260,FGFR1,Calcium signaling pathway
hsa04020,10800,CYSLTR1,Calcium signaling pathway
hsa04020,3357,HTR2B,Calcium signaling pathway
hsa04020,2902,GRIN1,Calcium signaling pathway
hsa04020,3363,HTR7,Calcium signaling pathway
